[2023-03-27 11:14:48,161]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 11:14:51,375]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:14:51,391]  - INFO - read text file from C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\datacleaning\cleaned_file\cleaned_text_file.txt
[2023-03-27 11:14:54,010]  - INFO - text_data successfully lemmetized !
[2023-03-27 11:14:54,010]  - INFO - saving the lemmetized file at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\lemmetized\lemmetized.txt
[2023-03-27 11:14:54,010]  - INFO - saving the cleaned text file
[2023-03-27 11:14:54,275]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:14:54,277]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\lemmetized\lemmetizer.pkl
[2023-03-27 11:14:54,293]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:14:54,293]  - INFO - word index successfully save at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:14:54,293]  - INFO - no. of unique words :- 1825
[2023-03-27 11:14:54,293]  - INFO - tokenizer successfully fit and saved on this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 11:14:54,309]  - INFO - saving the cleaned text file
[2023-03-27 11:14:54,309]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:14:54,309]  - INFO - sequence data textfile successfully saved at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\SequenceData\sequencedata.txt
[2023-03-27 11:14:54,309]  - INFO - saving transformed data !
[2023-03-27 11:14:54,309]  - INFO - successfully saved sequence numpy array !
[2023-03-27 11:14:54,324]  - INFO - successfully transformed the y_data !
[2023-03-27 11:14:54,324]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:14:54,421]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:14:54,421]  - INFO - succesfully saved your trained data at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\Trained_data
[2023-03-27 11:14:54,437]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:14:54,468]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:14:54,468]  - INFO - successfully loaded data for the training !
[2023-03-27 11:14:59,749]  - INFO - Model has been declared successfully !
[2023-03-27 11:15:30,328]  - DEBUG - Creating converter from 5 to 3
[2023-03-27 11:15:45,020]  - INFO - model trained successfully !
[2023-03-27 11:15:45,020]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\Model\epoch_history\epoch_history.pkl
[2023-03-27 11:15:45,035]  - DEBUG - Creating converter from 3 to 5
[2023-03-27 11:15:50,226]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:15:50,241]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111451\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:15:59,096]  - INFO - model evaluted with this accuracy :-3.66 and loss is :- 67.75
[2023-03-27 11:15:59,096]  - INFO - Model is underfit !
