[2023-03-27 11:17:19,524]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 11:17:25,121]  - INFO - succesfully saved your trained data at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111722\DataTransformation\Trained_data
[2023-03-27 11:17:25,137]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111722\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:17:25,152]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111722\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:17:25,152]  - INFO - successfully loaded data for the training !
[2023-03-27 11:17:30,453]  - INFO - Model has been declared successfully !
[2023-03-27 11:18:00,809]  - DEBUG - Creating converter from 5 to 3
[2023-03-27 11:18:15,472]  - INFO - model trained successfully !
[2023-03-27 11:18:15,472]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111722\Model\epoch_history\epoch_history.pkl
[2023-03-27 11:18:15,487]  - DEBUG - Creating converter from 3 to 5
[2023-03-27 11:18:20,678]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111722\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:18:20,694]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__111722\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:18:29,422]  - INFO - model evaluted with this accuracy :-3.31 and loss is :- 68.5
[2023-03-27 11:18:29,422]  - INFO - Model is underfit !
